MatchId,Summoner,Champion,Win,Kills
6602790076,DutchDjan,Lee Sin,false,1
6602769470,Etesiaen,Lee Sin,false,1
6596572060,Etesiaen,Lee Sin,true,1
6588368530,Qnoxs,Lee Sin,true,3
6586140538,123kok123,Lee Sin,false,2
6585785928,1roNN,Lee Sin,false,0
6585159425,Spear My Grab,Lee Sin,false,1
6582114813,Boemspang,Lee Sin,true,1
6581485847,Arckosh,Lee Sin,true,3
6581054577,papi carlo,Lee Sin,true,1
6581015816,Razork Left Nut,Lee Sin,true,0
6576063668,Sayona,Lee Sin,true,0
6492164585,srpedrofelix,Lee Sin,true,2
6490186218,LeoNaut Phobia,Lee Sin,false,1
6737729443,Nicoinflip,Lee Sin,true,2
6731077821,Kar tavsanı Elif,Lee Sin,false,11
6729335518,NamelessKinng,Lee Sin,false,0
6727709078,sixberries,Lee Sin,true,2
6718328449,Alc0r,Lee Sin,true,0
6714139303,Bitmanlecochon,Lee Sin,true,2
6712445101,Alc0r,Lee Sin,false,1
6712365843,Alc0r,Lee Sin,true,4
6697235360,Alc0r,Lee Sin,true,8
6697179969,GG LaGranPeque,Lee Sin,true,6
6696755697,Mαrin Kitagαwa,Lee Sin,true,2
6695386257,Alc0r,Lee Sin,true,10
6694829851,Uusagi,Lee Sin,true,0
6686708340,tjuvlyssnarn,Lee Sin,true,4
6542450876,Alc0r,Lee Sin,false,0
6538167570,billyroblox,Lee Sin,false,0
6532106085,Yo Soy El Duo,Lee Sin,true,2
6527879605,ExGa Zeiko,Lee Sin,false,1
6521526746,Zhenguii,Lee Sin,true,8
6520799623,x sahar x,Lee Sin,false,0
6520543183,Daz le Camé,Lee Sin,false,1
6519799907,SorrówLess,Lee Sin,true,0
6516808844,ProtectRhinoPls,Lee Sin,true,3
6513605410,Achumchumaru,Lee Sin,false,3
6321235599,DO NOT Drop Me,Lee Sin,true,0
6315718686,DLS Vogalex,Lee Sin,true,4
6315594348,MEGA princi,Lee Sin,true,3
6315400593,coolerillo,Lee Sin,false,1
6308994590,Self Delusion,Lee Sin,false,1
6296996381,F3k yuumi,Lee Sin,false,7
6293707357,TheRedSpartan,Lee Sin,true,3
6291903821,Camopika,Lee Sin,true,1
6288690944,Koffiemolen,Lee Sin,true,5
6288675523,Sinshiria,Lee Sin,true,2
6288618653,segato,Lee Sin,false,1
6288452320,Alc0r,Lee Sin,false,7
6287758237,MitzyKat,Lee Sin,false,4
6287138911,Alc0r,Lee Sin,false,2
6286123401,killerbunny54,Lee Sin,false,2
6286028710,Th3Fokas,Lee Sin,false,5
6282477147,deiva11,Lee Sin,true,6
6281530951,Happy Little Cat,Lee Sin,true,8
6279476244,Lympos,Lee Sin,true,20
6276220530,colosa,Lee Sin,false,5
6276205553,PuuuPsi,Lee Sin,true,0
6274317642,HOLD THE DÔÔR,Lee Sin,false,2
6272986719,Alc0r,Lee Sin,true,8
6271995414,HOF Prestige,Lee Sin,false,3
6271557911,Etterbeek,Lee Sin,true,1
6271412508,OMG its Phen,Lee Sin,false,7
6271348469,GameAlongJerry,Lee Sin,true,2
6271272999,Daver1no,Lee Sin,false,3
6269767953,TwinkLord,Lee Sin,true,3
6264404253,Kurohy,Lee Sin,true,2
6261286608,SinPar,Lee Sin,true,1
6258257229,Alc0r,Lee Sin,false,1
6256384802,Alc0r,Lee Sin,true,2
6247743978,Wildrazor,Lee Sin,false,0
6247713459,Egirl iverN hehe,Lee Sin,false,2
6247145287,Shukµk,Lee Sin,true,1
6239229589,KC LeuhKu,Lee Sin,true,3
